player,points,rebounds,2pt_attempts,2pt_made,3pt_attempts,3pt_made,ft_attempts,ft_made,eFG,trueShooting,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,PER
ev,23,10,4,11,2,0,1,1,0.6470588235294118,0,6,4,3,0,0,2,13.548387096774194
tariq,4,10,1,2,2,0,1,0,0.4,0,2,8,0,0,0,0,23.57142857142857
chris,14,13,13,7,0,0,2,0,0.35,0,5,8,0,0,3,1,8.571428571428571
kelo,27,1,10,6,2,3,1,6,0.5,0,0,1,2,1,0,4,5.232558139534884
eman,8,5,2,4,0,0,0,0,0.6666666666666666,0,2,3,0,1,0,0,18
pope,0,5,2,0,0,0,0,0,0,0,0,5,1,0,0,2,7.5
