player,points,rebounds,2pt_attempts,2pt_made,3pt_attempts,3pt_made,ft_attempts,ft_made,eFG,trueShooting,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,PER
ev,13,15,6,5,2,1,0,0,0.4642857142857143,0,4,11,3,0,0,1,15
ryan,12,2,3,2,0,2,0,2,0.7142857142857143,0,2,0,1,0,0,1,10.3125
tariq,8,3,3,1,6,2,0,0,0.3333333333333333,0,1,2,3,2,0,1,5
kelo,13,4,1,2,3,3,0,0,0.7222222222222222,0,1,3,3,1,0,3,10.5
dylan,3,3,2,0,1,0,1,3,0,0,1,2,1,1,0,1,8.571428571428571
player1,3,4,3,0,6,1,0,0,0.15,0,0,4,0,0,0,0,-2.5
player4,17,2,2,0,9,5,4,2,0.46875,0,1,1,0,0,0,0,4.285714285714286
jacoby,8,7,9,4,8,0,0,0,0.19047619047619047,0,3,4,0,0,0,2,-2.2222222222222223
player7,4,4,0,2,1,0,1,0,0.6666666666666666,0,0,4,0,2,0,1,20
ivan,16,6,1,0,5,4,1,4,0.6,0,2,4,1,1,0,0,12.272727272727273
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pope,3,8,1,0,0,1,0,0,0.75,0,2,6,2,2,0,2,30
eman,7,3,1,2,0,1,0,0,0.875,0,1,2,1,0,0,3,9.545454545454545
chris,18,10,2,8,0,0,0,2,0.8,0,6,4,2,4,2,1,23.57142857142857
joey,5,8,2,1,2,1,0,0,0.4166666666666667,0,1,7,0,1,0,2,10.90909090909091
jeff,4,5,4,2,5,0,0,0,0.18181818181818182,0,1,4,0,2,0,2,0
player6,3,2,3,0,5,1,0,0,0.16666666666666666,0,2,0,0,0,0,3,-6.428571428571428
