player,points,rebounds,2pt_attempts,2pt_made,3pt_attempts,3pt_made,ft_attempts,ft_made,eFG,trueShooting,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,PER
0,3,0,0,0,3,1,0,0,0.375,0,0,0,0,0,0,0,0
1,17,3,4,3,6,3,0,2,0.46875,0,0,3,0,0,0,1,4.821428571428572
13,3,3,1,0,4,1,0,0,0.25,0,0,3,0,0,0,1,0
20,18,3,4,5,3,2,0,2,0.5714285714285714,0,3,0,1,0,0,0,9
33,2,1,1,1,3,0,0,0,0.2,0,1,0,0,0,0,0,-2.5
kelo,12,6,9,3,4,2,0,0,0.3333333333333333,0,0,6,6,0,0,0,6.6
carl,6,2,5,3,2,0,0,0,0.3,0,0,2,1,0,0,0,2.307692307692308
cheihk,17,7,2,5,3,1,0,4,0.5909090909090909,0,1,6,5,0,1,1,15.652173913043478
chris,16,11,5,8,0,0,0,0,0.6153846153846154,0,4,7,1,1,2,1,17.045454545454547
dom,11,10,3,4,2,1,0,0,0.55,0,1,9,1,1,0,0,16.875
norm,4,4,5,2,0,0,0,0,0.2857142857142857,0,2,2,0,0,0,1,3
mike,15,3,2,1,11,4,1,1,0.3888888888888889,0,2,1,0,0,0,0,2.678571428571429
pope,11,2,2,4,0,1,0,0,0.7857142857142857,0,0,2,2,0,1,1,13.928571428571429
josh,2,1,1,1,0,0,0,0,0.5,0,0,1,0,0,0,0,10
tariq,7,4,0,2,1,1,0,0,0.875,0,0,4,2,1,0,0,24.375
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
