player,points,rebounds,2pt_attempts,2pt_made,3pt_attempts,3pt_made,ft_attempts,ft_made,eFG,trueShooting,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,PER
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-15
1,4,2,1,2,4,0,0,0,0.2857142857142857,0,1,1,1,0,0,1,1.5
8,3,1,0,0,0,1,0,0,1.5,0,0,1,0,0,0,0,20
9,4,3,3,1,4,0,0,2,0.125,0,1,2,0,0,0,0,0
20,18,1,2,2,2,4,1,2,0.8,0,1,0,0,0,0,0,10.227272727272727
33,2,1,2,1,0,0,0,0,0.3333333333333333,0,1,0,0,0,0,0,3.75
carl,12,1,3,4,1,1,0,1,0.6111111111111112,0,1,0,0,0,0,0,8.4375
ev,11,4,2,4,1,1,2,0,0.6875,0,0,4,1,2,0,2,12.1875
ryan,6,4,0,2,3,0,0,2,0.4,0,2,2,2,1,0,0,16.666666666666668
dylan,11,1,1,1,1,2,2,3,0.8,0,1,0,1,0,0,1,10.714285714285715
kelo,15,1,4,3,4,3,0,0,0.5357142857142857,0,0,1,4,1,0,4,5
mike,16,0,0,2,6,4,0,0,0.6666666666666666,0,0,0,0,0,0,0,6.818181818181818
tariq,3,3,2,0,2,1,0,0,0.3,0,0,3,1,0,0,0,6.428571428571428
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15
jeff,7,1,0,2,3,1,0,0,0.5833333333333334,0,0,1,0,2,1,0,12
joey,1,4,3,0,2,0,1,1,0,0,2,2,0,0,0,0,0
chris,15,11,6,7,0,0,2,1,0.5384615384615384,0,6,5,4,1,0,1,16.363636363636363
00,10,0,1,2,1,2,0,0,0.8333333333333334,0,0,0,0,0,0,0,10
keo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
