Half,time,team,player,event,against,notes
1,0.56,0,cheihk,3pt_attempt,,
1,0.57,1,1,dreb,,
1,1.08,1,40,2pt_made,,
1,1.25,0,dylan,2pt_attempt,,
1,1.26,1,40,dreb,,
1,1.35,1,30,2pt_attempt,,
1,1.40,0,cheihk,dreb,,
1,2.10,0,dylan,ft_made,,
1,2.20,0,dylan,ft_attempt,,
1,2.30,1,nate,3pt_made,,
1,2.41,0,cheihk,turnover,,
1,2.45,1,nate,2pt_made,,
1,3.00,0,joey,3pt_attempt,,
1,3.01,1,1,dreb,,
1,3.08,1,40,2pt_attempt,,
1,3.09,0,joey, block,,
1,3.30,1,30,ft_made,,
1,3.40,1,30,ft_made,,
1,3.57,0,kelo,3pt_attempt,,
1,4.09,1,nate,3pt_attempt,,
1,4.10,0,tariq,dreb,,
1,4.21,0,dylan,3pt_attempt,,
1,4.29,1,5,2pt_attempt,,
1,4.30,0,joey, block,,
1,4.31,0,dylan,dreb,,
1,4.54,0,dylan,ft_made,,
1,5.10,0,dylan,ft_made,,
1,5.28,0,dylan,steal,,deflection pope
1,6.00,0,dylan,ft_made,,
1,6.10,0,dylan,ft_made,,
1,6.31,1,2,3pt_attempt,,
1,6.46,0,chris,2pt_attempt,,
1,6.48,1,35,dreb,,
1,7.20,0,kelo,steal,,
1,7.25,0,chris,2pt_made,,
1,7.33,1,5,3pt_attempt,,
1,7.34,1,jacoby,oreb,,
1,7.42,1,2,3pt_made,,
1,7.51,0,pope,turnover,,
1,8.00,0,dylan,dreb,,
1,8.42,0,tariq,3pt_attempt,,
1,8.45,1,2,dreb,,
1,9.16,0,tariq,2pt_made,,
1,9.28,1,2,3pt_attempt,,
1,9.29,0,dom,dreb,,
1,9.35,0,dom,assist,,
1,9.36,0,chris,2pt_made,,
1,9.42,1,5,2pt_attempt,,
1,9.44,1,jacoby,oreb,,
1,9.45,1,jacoby,2pt_made,,
1,9.57,0,chris,2pt_made,,
1,10.10,1,30,turnover,,
1,10.30,0,chris,2pt_attempt,,
1,10.40,1,jacoby,2pt_attempt,,good defense
1,10.46,0,joey,2pt_attempt,,
1,10.47,0,joey,oreb,,
1,10.50,0,joey,assist,---,
1,10.52,0,tariq,3pt_made,,
1,11.13,1,40,2pt_attempt,,
1,11.14,1,40,oreb,,
