Half,time,team,player,event,against,notes
,9.51,1,11,3pt_made,,
,9.59,0,pope,turnover,,
,10.13,1,3,2pt_made,,
,10.27,0,ev,2pt_made,,
,11.49,1,3,3pt_made,,
,12.05,0,nik,turnover,,
,12.35,0,pope,2pt_attempt,,
,12.49,0,pope,steal,,
,13.32,0,trev,2pt_made,,
,14.00,1,11,ft_attempt,,
,14.09,1,11,ft_made,,
,14.20,0,dylan,3pt_attempt,,
,14.21,0,trev,oreb,,
,14.36,0,dom,2pt_attempt,,
,14.38,0,dom,oreb,,
,14.49,0,dom,3pt_attempt,,
,16.07,0,nik,turnover,,
,16.09,0,nik,foul,,
,16.30,1,5,3pt_attempt,,
,16.31,0,pope,dreb,,
,16.47,0,pope,2pt_attempt,,
,16.52,0,nik,steal,,
,17.00,0,trev,3pt_attempt,,
,17.01,0,dom,oreb,,
,17.02,0,dom,2pt_attempt,,
,17.28,0,nik,assist,,
,17.30,0,ev,3pt_made,,
,17.43,0,trev, block,,
,17.44,0,nik,steal,,
,17.48,0,trev,turnover,,
,17.56,1,11,3pt_made,,
,18.05,0,nik,3pt_attempt,,
,18.06,0,nik,oreb,,
,18.07,0,nik,turnover,,
,18.12,1,3,2pt_made,,
,18.17,0,ev,turnover,,
,18.23,1,11,3pt_attempt,,
,18.24,1,8,oreb,,
,18.32,1,5,3pt_attempt,,
,18.34,0,chosen,dreb,,
,18.37,0,chosen,turnover,,
,18.56,1,11,3pt_made,,
,19.09,0,ev,turnover,,
,19.23,1,11,3pt_attempt,,
,19.24,0,nik,dreb,,
,19.28,0,nik,2pt_made,,
,19.48,0,jared,steal,,
,19.50,0,jared,2pt_made,,
,20.06,0,trev,steal,,
,20.08,0,trev,2pt_attempt,,missed dunk
,20.12,0,nik,oreb,,
,20.14,0,trev,2pt_attempt,,
,20.16,0,trev,assist,,
,20.18,0,jared,2pt_made,,
,20.27,1,23,2pt_made,,
,20.39,0,chosen,3pt_attempt,,airball
,20.48,1,23,2pt_made,,
,20.58,0,trev,turnover,,
,21.07,0,nik,dreb,,
,21.14,0,trev,turnover,,
,21.30,1,11,2pt_attempt,,
,21.31,0,chosen,dreb,,
,21.46,0,trev,steal,,
,21.47,0,trev,3pt_attempt,,
,21.48,0,nik,oreb,,
,21.59,0,nik,3pt_attempt,,
,22.07,0,trev,steal,,
,22.12,0,nik,assist,,
,22.13,0,trev,2pt_made,,
,22.24,1,23,3pt_attempt,,
,22.25,0,ev,dreb,,
,22.26,0,ev,turnover,,
,22.42,0,trev,block,,
