Half,time,team,player,event,against,notes
1,0:58,1,deshawn,3pt_made,,
1,1:12,0,pope,assist,,arm got hit
1,1:13,0,chris,2pt_made,,
1,1:24,1,pete,2pt_made,,
1,1:35,0,evan,2pt_made,,
1,1:43,1,deshawn,turnover,,
1,1:44,0,pope,steal,,
1,1:48,0,pope,2pt_made,,
1,2:00,1,mitch,assist,,
1,2:01,1,cj,2pt_made,,
1,2:15,0,chris,2pt_attempt,,
1,2:16,1,Q,dreb,,
1,2:42,1,pete,2pt_made,,
1,2:47,0,pope,2pt_attempt,,
1,2:48,0,pope,oreb,,
1,2:49,0,pope,2pt_attempt,,got poked in the eye
1,2:52,1,pete,dreb,,
1,3:00,1,pete,turnover,,looked like a block
1,3:16,0,chris,assist,,
1,3:17,0,cody,2pt_made,,
1,3:29,1,pete,assist,,
1,3:30,1,cj,2pt_made,,
1,3:42,0,evan,3pt_attempt,,
1,3:43,1,cj,dreb,,
1,3:48,1,cj,turnover,,
1,3:49,0,evan,steal,,
1,3:54,0,evan,2pt_made,,
1,4:10,1,pete,2pt_attempt,,
1,4:11,0,evan,dreb,,
1,4:16,0,evan,turnover,,kinda funny with the view
1,4:32,1,pete,2pt_attempt,,
1,4:35,0,dom,dreb,,
1,4:40,0,evan,3pt_attempt,,
1,4:42,1,pete,dreb,,
1,4:47,0,chris,steal,,
1,4:48,0,pope,assist,,
1,4:49,0,cody,2pt_made,,
1,5:04,1,cj,assist,,
1,5:05,1,pete,3pt_made,,
1,5:16,0,chris,turnover,,
1,5:17,1,cj,steal,,
1,5:19,1,cj,2pt_made,,
1,5:53,0,evan,2pt_attempt,,
1,5:54,1,UNR,dreb,,
1,6:08,1,Q,2pt_attempt,,
1,6:09,0,evan,dreb,,
1,6:14,0,chris,2pt_attempt,,
1,6:15,0,chris,oreb,,
1,6:16,0,chris,assist,,
1,6:17,0,dom,2pt_made,,
1,6:24,1,UNR,assist,,
1,6:25,1,deshawn,3pt_made,,
1,6:36,0,chris,2pt_attempt,,
1,6:37,1,pete,dreb,,
1,6:45,1,pete,turnover,,highlight
1,6:46,0,dante,steal,,
1,6:55,0,evan,2pt_made,,highlight
1,7:10,1,UNR,3pt_attempt,,
1,7:11,0,cody,dreb,,
1,7:23,0,evan,3pt_attempt,,
1,7:34,1,deshawn,3pt_attempt,,
1,7:35,1,mitch,oreb,,
1,7:37,1,pete,3pt_attempt,,
1,7:38,1,Q,oreb,,
1,7:39,1,Q,2pt_attempt,,
1,7:40,0,chris,---,,
1,7:51,0,cody,3pt_attempt,,
1,7:52,0,dom,oreb,,
1,7:57,0,chris,2pt_attempt,,
1,7:58,1,pete,dreb,,
1,8:04,1,deshawn,3pt_attempt,,
1,8:05,1,pete,oreb,,
1,8:09,1,UNR,3pt_attempt,,
1,8:10,0,dante,dreb,,
1,8:28,0,dom,3pt_attempt,,
1,8:34,1,pete,2pt_attempt,,
1,8:35,0,chris,dreb,,
1,8:40,0,dom,2pt_attempt,,
1,8:41,1,pete,block,,
1,8:42,0,chris,oreb,,
1,8:43,0,chris,2pt_made,,
1,8:50,1,mitch,assist,,
1,8:51,1,deshawn,2pt_made,,
1,9:06,0,evan,assist,,
1,9:07,0,dante,3pt_made,,
1,9:18,1,deshawn,2pt_attempt,,
1,9:22,0,dante,turnover,,
1,9:43,1,UNR,2pt_made,,
1,9:58,0,pope,assist,,
1,9:59,0,chris,2pt_made,,
1,10:27,1,mike,3pt_attempt,,
1,10:30,0,dante,dreb,,
1,10:40,0,dom,2pt_attempt,,
1,11:04,1,mitch,turnover,,
1,11:05,0,dom,steal,,poke evan
1,11:08,0,dante,3pt_attempt,,
1,11:09,0,pope,oreb,,
1,11:10,0,dante,2pt_made,,
1,11:29,1,mitch,assist,,
1,11:31,1,mike,3pt_made,,bad switch
1,11:42,0,chris,2pt_attempt,,
1,11:43,0,evan,oreb,,
1,11:44,0,pope,assist,,
1,11:45,0,chris,2pt_made,,
1,12:07,1,UNR,2pt_attempt,,
