player,points,rebounds,2pt_attempts,2pt_made,3pt_attempts,3pt_made,ft_attempts,ft_made,eFG,trueShooting,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,PER
kareem,16,2,1,4,2,2,0,2,0.7777777777777778,0.8888888888888888,0,2,2,1,0,0,14.210526315789473
pope,3,2,1,0,0,1,0,0,0.75,0.75,1,1,1,1,0,1,15
evan,2,2,0,1,1,0,0,0,0.5,0.5,0,2,1,1,0,1,15
tc,16,2,1,5,2,2,0,0,0.8,0.8,1,1,3,2,0,0,15.789473684210526
ryan,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0
tyriq,7,1,0,3,2,0,1,1,0.6,0.6433823529411764,0,1,1,0,0,1,9
dom,2,4,1,1,0,0,0,0,0.5,0.5,1,3,1,0,0,0,30
chosen,3,0,0,1,0,0,1,1,1,1.0416666666666667,0,0,0,0,0,1,7.5
18,14,0,1,4,2,2,2,0,0.7777777777777778,0.7085020242914979,0,0,0,0,0,0,9.705882352941178
23,2,2,0,1,1,0,0,0,0.5,0.5,0,2,0,0,0,1,7.5
42,3,0,0,0,2,1,0,0,0.5,0.5,0,0,1,0,0,0,6
dylan,12,3,0,2,1,1,1,5,0.875,1.3513513513513513,1,2,0,0,0,0,16.153846153846153
00,10,1,1,2,2,2,0,0,0.7142857142857143,0.7142857142857143,0,1,1,0,0,0,10.384615384615385
---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
