Half,time,team,player,event,against,notes
2,17.06,0,jared,2pt_made,,
2,17.17,0,tyriq,foul,,
2,17.30,1,40,ft_attempt,,
2,17.40,1,40,ft_made,,
2,17.55,0,nick,2pt_made,,
2,18.08,1,11,3pt_made,,
2,18.28,0,jared,3pt_attempt,,
2,18.29,0,chosen,oreb,,
2,18.40,0,chosen,turnover,,travel
2,18.58,1,5,2pt_made,,
2,19.10,0,pope,2pt_attempt,,
2,19.11,1,5,dreb,,
2,19.18,1,11,3pt_attempt,,
2,19.19,0,tyriq,dreb,,
2,19.39,1,40,2pt_made,,
2,19.57,0,pope,3pt_attempt,,
,19.58,0,pope,oreb,,
,19.59,0,pope,2pt_made,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
