Half,time,team,player,event,against,notes
1,0.58,0,pope,steal,,
1,0.59,0,chris,steal,,can't tell chris or pope
1,1.04,0,pope,assist,,
1,1.05,0,nick,2pt_made,,
1,1.13,1,2,3pt_attempt,,
1,1.15,0,chris,dreb,,
1,1.24,0,jared,3pt_attempt,,
1,1.25,0,chris,oreb,,
1,1.29,0,pope,2pt_attempt,,
1,1.30,0,pope,oreb,,
1,1.35,0,pope,2pt_attempt,,
1,1.36,0,pope,oreb,,
1,2.06,0,jared,3pt_made,,
1,2.16,1,11,2pt_attempt,,
1,2.17,0,jared,dreb,,
1,2.29,0,tyriq,3pt_attempt,,
1,2.31,1,0,dreb,,
1,2.49,1,11,3pt_attempt,,
1,2.50,0,tyriq,dreb,,
1,2.58,0,chris,2pt_attempt,,
1,3.20,1,11,2pt_attempt,,
1,3.21,1,40,oreb,,
1,3.22,1,11,2pt_made,,
1,3.40,0,jared,assist,,
1,3.41,0,chris,2pt_made,,
1,3.56,0,chris,block,,
1,4.15,0,0,3pt_attempt,,
1,4.16,0,nick,dreb,,
1,4.24,0,pope,assist,,"from memory, and position"
1,4.25,0,jared,2pt_made,,
1,4.47,0,jared,ft_made,,
1,5.21,0,nick,steal,,
1,5.25,0,nick,2pt_made,,
1,5.40,1,2,3pt_attempt,,
1,5.45,0,tyriq,dreb,,tough call tyriq/jared
1,5.51,0,tyriq,assist,,highlight
1,5.52,0,nick,3pt_made,,
1,6.07,1,30,2pt_made,,
1,6.14,0,chris,2pt_attempt,,
1,6.15,0,jared,oreb,,
1,6.46,0,jared,turnover,,
1,6.51,1,5,2pt_attempt,,
1,6.52,0,pope,dreb,,crazy no call at 7:00
1,7.23,0,eman,assist,,
1,7.25,0,tyriq,3pt_made,,
1,7.50,0,chris,foul,,
1,8.03,1,40,ft_made,,
1,8.13,1,40,ft_made,,
1,8.21,0,chosen,turnover,,
1,8.49,0,eman,steal,,
1,8.52,0,eman,turnover,,
1,9.01,1,5,2pt_attempt,,
1,9.04,1,nick,dreb,,
1,9.09,0,eman,2pt_attempt,,
1,9.10,1,30,dreb,,
1,9.39,1,2,3pt_attempt,,
1,9.40,0,chris,dreb,,
1,9.42,0,chris,assist,,
1,9.43,0,tyriq,2pt_made,,
1,9.53,1,2,3pt_made,,
1,10.02,0,eman,3pt_attempt,,
1,10.04,1,2,dreb,,
1,10.10,1,40,2pt_attempt,,
1,10.11,1,40,oreb,,
1,10.14,1,40,2pt_made,,
1,10.27,0,tyriq,3pt_made,,
1,10.39,1,5,2pt_attempt,,
1,10.40,0,chris,dreb,,
1,10.48,0,tyriq,3pt_attempt,,
1,10.49,0,eman,oreb,,
1,10.52,0,chosen,3pt_attempt,,highlight 11:02
1,11.37,0,nick,3pt_made,,highlight?
1,11.49,1,0,2pt_attempt,,
1,11.50,0,jared,dreb,,
1,12.17,0,jared,ft_attempt,,
1,12.25,0,jared,ft_attempt,,
1,12.33,1,5,dreb,,
1,12.50,1,30,2pt_attempt,,
1,13.46,0,pope,steal,,
1,14.10,0,pope,assist,,
1,14.11,0,chris,2pt_made,,
1,14.34,1,30,2pt_attempt,,
1,14.35,0,eman,dreb,,
1,15.23,0,chris,2pt_attempt,,
1,15.25,0,jared,oreb,,
1,15.41,0,jared,3pt_attempt,,
1,15.42,0,eman,oreb,,
1,15.43,0,eman,2pt_made,,
1,15.59,0,chris,steal,,jared deflection
1,16.04,0,chris,assist,,
1,16.06,0,chosen,2pt_made,,
1,16.17,1,5,3pt_attempt,,
1,16.18,0,jared,dreb,,
1,16.27,0,eman,3pt_attempt,,
1,16.28,1,0,dreb,,
1,16.34,1,30,3pt_attempt,,
1,16.35,0,pope,dreb,,
1,17.05,0,chris,2pt_attempt,,
1,17.06,1,40,dreb,,
1,17.35,1,40,3pt_attempt,,
1,17.36,0,eman,dreb,,
1,17.42,0,chris,assist,,
1,17.44,0,tyriq,2pt_made,,highlight
1,18.04,0,tyriq,ft_attempt,,
1,18.17,1,2,3pt_attempt,,
1,18.19,0,chris,dreb,,
1,18.27,0,chris,assist,,
1,18.28,0,jared,3pt_made,,highlight
1,18.55,0,chris,foul,,
1,19.13,1,5,ft_made,,
1,19.25,1,5,ft_made,,
1,19.35,0,chris,2pt_attempt,,
1,19.43,1,5,3pt_made,,
1,20.10,0,jared,ft_made,,
1,20.25,0,jared,ft_attempt,,
1,20.39,0,pope,turnover,,
1,20.47,0,tyriq,steal,,
2,0.07,0,nick,2pt_attempt,,
2,0.13,0,chris,steal,,
2,0.19,0,chris,2pt_attempt,,
2,0.23,0,chosen,steal,,
2,0.32,0,tyriq,3pt_attempt,,
2,0.57,0,chris,ft_attempt,,
2,1.10,0,chris,ft_made,,
2,1.24,0,chris,steal,,
2,1.29,0,nick,assist,,
2,1.30,0,chris,2pt_made,,
2,1.44,1,30,2pt_attempt,,
2,1.45,0,tyriq,steal,,
2,1.54,0,eman,assist,,
2,1.55,0,tyriq,2pt_made,,
2,2.07,1,30,2pt_attempt,,
2,2.08,0,tyriq,dreb,,
2,2.15,0,chosen,2pt_attempt,,
2,2.17,1,2,dreb,,
2,2.31,1,5,2pt_made,,
2,2.41,0,nick,2pt_attempt,,
2,2.50,0,chris,steal,,
2,3.16,0,tyriq,3pt_attempt,,
2,3.29,1,11,3pt_attempt,,
2,3.30,0,nick,dreb,,
2,3.36,0,nick,3pt_attempt,,
2,3.49,0,eman,steal,,
2,3.52,0,eman,turnover,,
2,3.56,1,30,2pt_attempt,,
2,4.31,0,tyriq,assist,,
2,4.33,0,nick,3pt_made,,
2,4.55,1,11,2pt_attempt,,
2,5.17,0,eman,2pt_attempt,,
2,5.18,0,pope,oreb,,
2,5.22,0,pope,2pt_attempt,,
2,5.48,1,2,2pt_attempt,,
2,5.49,0,pope,dreb,,
2,5.51,0,pope,turnover,,
2,5.57,1,2,3pt_attempt,,
2,5.59,1,5,2pt_made,,
2,6.55,0,chris,ft_made,,
2,7.05,0,chris,ft_attempt,,
2,7.06,1,0,dreb,,
2,7.40,1,2,3pt_attempt,,
2,7.41,0,jared,dreb,,
2,7.47,0,eman,turnover,,
2,8.01,1,11,2pt_attempt,,
2,8.02,0,nick,dreb,,
2,8.50,0,chris,ft_made,,
2,9.05,0,chris,ft_made,,
2,9.44,1,11,3pt_attempt,,
2,9.45,0,pope,dreb,,
2,9.52,0,tyriq,2pt_attempt,,
2,10.03,1,11,3pt_attempt,,
2,10.04,0,pope,dreb,,
2,10.10,0,pope,turnover,,
2,10.17,1,5,2pt_attempt,,
2,10.18,0,jared,dreb,,
2,10.25,0,jared,2pt_attempt,,
2,10.32,1,11,3pt_made,,
2,10.49,0,eman,assist,,
2,10.51,0,pope,2pt_made,,
2,11.35,1,2,3pt_made,,
2,11.42,0,pope,foul,,bad call
2,12.11,0,jared,block,,before the foul
2,12.35,1,5,ft_attempt,,
2,12.45,1,5,ft_made,,
2,12.55,0,pope,turnover,,
2,12.59,1,2,2pt_made,,
2,13.12,0,chosen,2pt_attempt,,
2,13.20,1,11,3pt_made,,
2,13.35,0,chosen,2pt_attempt,,
2,13.42,1,2,3pt_made,,
2,13.52,0,tyriq,2pt_made,,
2,14.00,0,jared,block,,
2,14.02,0,tyriq,dreb,,
2,14.03,0,jared,foul,,bad call. highlight!!!!
2,14.27,1,11,ft_attempt,,
2,14.35,1,11,ft_made,,
2,14.46,1,2,dreb,,
2,15.03,1,2,3pt_made,,pope fucked up!
2,15.30,0,chosen,ft_attempt,,
2,15.40,0,chosen,ft_attempt,,
2,15.45,0,chosen,oreb,,
2,15.47,0,chosen,turnover,,
2,15.53,1,11,2pt_attempt,,
2,15.55,0,tyriq,dreb,,
2,16.24,0,nick,2pt_attempt,,
2,16.25,1,5,dreb,,
2,16.48,1,2,2pt_attempt,,
2,16.49,0,nick,dreb,,
2,17.02,0,tyriq,3pt_attempt,,
2,17.03,0,jared,oreb,,
2,17.04,0,jared,2pt_attempt,,
2,17.05,0,jared,oreb,,
