player,game,minutes,points,rebounds,2pt_attempts,2pt_made,3pt_attempts,3pt_made,ft_attempts,ft_made,eFG,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,fouls,trueShooting,PER
cheihk,2024-06-26,30,18,8,4,4,2,1,0,7,0.5,3,5,2,2,0,3,0,0,11.666666666666666
ryan,2024-06-26,30,14,4,5,2,1,3,1,1,0.5909090909090909,0,4,0,0,0,1,0,0,7.857142857142858
dylan,2024-06-26,30,8,7,3,1,2,1,1,3,0.35714285714285715,1,6,1,1,0,1,1,0,11.785714285714285
kelo,2024-06-26,30,10,0,6,2,7,2,0,0,0.29411764705882354,0,0,1,1,0,1,0,0,-1.25
pope,2024-06-26,30,3,5,3,1,1,0,1,1,0.2,3,2,1,1,0,2,2,0,6.666666666666666
tariq,2024-06-26,30,4,5,2,2,4,0,0,0,0.25,2,3,0,0,0,0,0,0,4.5
ev,2024-06-26,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
