Half,time,team,player,event,against,notes
1,0:39,0,chris,2pt_made,,
1,1:00,1,00,3pt_attempt,,
1,1:05,0,chris,dreb,,
1,1:26,0,dylan,3pt_attempt,,
1,1:27,1,00,dreb,,
1,1:38,1,11,3pt_attempt,,
1,1:54,0,dylan,2pt_attempt,,
1,1:55,0,dylan,oreb,,
1,1:58,0,dom,3pt_attempt,,
1,2:07,1,5,3pt_attempt,,
1,2:08,0,kareem,dreb,,
1,2:15,0,chris,2pt_attempt,,
1,2:25,1,5,turnover,,
1,2:33,0,dom,assist,,
1,2:34,0,kareem,3pt_made,,
1,2:48,0,dylan,steal,,
1,2:54,0,chris,assist,,
1,2:55,0,dylan,3pt_made,,
1,3:22,1,5,3pt_made,,
1,3:30,0,kareem,3pt_attempt,,
1,4:08,0,kareem,3pt_attempt,,
1,4:51,1,5,turnover,,
1,5:11,0,evan,turnover,,
1,5:53,1,11,3pt_made,,
1,6:00,0,evan,3pt_attempt,,
1,6:15,0,dom,3pt_attempt,,
1,6:21,1,5,3pt_attempt,,
1,6:45,0,dylan,3pt_attempt,,evan deflection
1,6:47,0,dom,oreb,,
1,6:50,0,dom,assist,,totally a charge
1,6:51,0,kareem,2pt_made,,
1,7:15,0,kareem,ft_made,,
1,7:26,1,00,3pt_attempt,,
1,7:27,1,87,2pt_made,,
1,7:40,0,dom,assist,,
1,7:41,0,kareem,2pt_made,,
1,8:00,0,dylan,2pt_attempt,,
1,8:01,0,chris,oreb,,
1,8:02,0,chris,2pt_made,,
1,9:06,1,7,2pt_attempt,,
1,9:08,0,chris,dreb,,
1,9:16,0,dylan,3pt_attempt,,
1,9:17,1,00,dreb,,
1,9:50,1,87,ft_made,,
1,10:00,1,87,ft_made,,
1,10:16,0,dylan,assist,,
1,10:17,0,chris,2pt_made,,
1,10:50,1,87,3pt_made,,
1,11:06,0,kareem,2pt_attempt,,
1,11:11,0,kareem,steal,,
1,11:22,0,dylan,assist,,
1,11:23,0,chris,2pt_made,,
1,12:00,1,5,turnover,,
1,12:10,0,evan,2pt_attempt,,
1,12:20,0,chris,2pt_attempt,,
1,13:00,0,tyriq,3pt_attempt,,
1,13:30,0,kareem,ft_made,,
1,13:40,0,kareem,ft_made,,
1,14:27,0,tyriq,3pt_attempt,,
1,15:05,0,evan,steal,,
1,15:12,0,evan,2pt_attempt,,
1,15:18,0,tyriq,block,,
1,15:25,1,1,3pt_attempt,,
1,15:32,0,tyriq,3pt_attempt,,
1,15:48,0,chris,dreb,,
1,16:21,0,kareem,ft_made,,
1,16:30,0,kareem,ft_made,,
1,16:55,0,evan,steal,,
1,16:56,0,evan,assist,,
1,16:58,0,chris,2pt_made,,
1,17:13,1,7,3pt_attempt,,
1,17:14,0,dom,dreb,,
1,17:24,0,chris,2pt_attempt,,
1,18:00,1,00,ft_made,,
1,18:11,1,00,ft_attempt,,
1,18:12,0,dom,dreb,,
1,18:16,0,tyriq,2pt_made,,
1,18:45,1,87,2pt_made,,
1,18:50,0,kareem,3pt_attempt,,
1,19:00,0,evan,dreb,,
1,19:10,0,tyriq,assist,,
1,19:11,0,chris,2pt_made,,
1,19:23,1,1,2pt_attempt,,
1,19:24,0,dom,dreb,,
1,19:33,0,tyriq,3pt_attempt,,
1,20:09,1,5,2pt_attempt,,
1,20:10,0,dom,dreb,,
1,20:20,0,evan,3pt_attempt,,
1,20:21,0,dom,oreb,,
1,20:22,0,dom,2pt_made,,
1,21:41,1,00,3pt_made,,shoddy camera work tyriq
2,0:21,1,00,3pt_attempt,,
2,0:22,0,dylan,dreb,,
2,0:30,0,dom,3pt_attempt,,
1,0:40,1,87,3pt_made,,
1,1:00,0,dom,2pt_attempt,,
1,1:13,1,7,3pt_attempt,,
1,1:14,0,dylan,dreb,,
1,1:18,0,dylan,assist,,
1,1:19,0,kareem,2pt_made,,
1,1:50,1,00,2pt_made,,
1,2:10,0,kareem,ft_made,,
1,2:20,0,kareem,ft_made,,
1,2:52,0,evan,block,,
1,2:53,0,dylan,dreb,,
1,2:55,0,dylan,assist,,
1,2:56,0,dom,2pt_made,,
1,3:06,0,kareem,block,,
1,3:30,1,7,3pt_made,,
1,3:50,0,kareem,2pt_made,,
2,4:09,1,11,3pt_attempt,,
2,4:10,0,dylan,dreb,,
2,4:15,0,dylan,3pt_attempt,,
2,4:31,1,11,3pt_attempt,,
2,4:32,0,dylan,dreb,,
2,4:40,0,kareem,3pt_attempt,,
2,4:42,0,dom,oreb,,
2,4:44,0,dom,2pt_attempt,,
2,4:52,1,11,3pt_attempt,,
2,4:53,0,dylan,dreb,,
2,4:59,0,dylan,2pt_attempt,,
2,5:45,0,kareem,ft_attempt,,
2,5:55,0,kareem,ft_made,,
2,6:23,1,00,2pt_made,,
2, 7:11,1,00,3pt_made,,
2,7:20,0,chris,2pt_attempt,,
2,7:35,1,7,3pt_attempt,,
2,7:36,0,kareem,dreb,,
2,8:00,0,kareem,ft_made,,
2,8:10,0,kareem,ft_made,,
2,8:42,1,00,2pt_attempt,,
2,8:43,0,chris,block,,
2,9:11 ,0,tyriq,3pt_made,,
2,9:33,1,00,3pt_made,,
2,9:40,0,chosen,assist,,
2,9:45,0,dylan,3pt_made,,
2,9:58,1,7,3pt_attempt,,
2,10:02,1,5,2pt_attempt,,
2,10:03,0,chris,dreb,,
2,10:10,0,chris,2pt_made,,
2,10:19,0,tyriq,3pt_attempt,,
2,11:27,1,7,2pt_made,,
2,11:35,0,dylan,3pt_attempt,,
2,12:02,0,chris,2pt_attempt,,
2,12:13,1,00,3pt_attempt,,
2,12:14,0,chris,dreb,,
2,12:15,0,chris,assist,,
2,12:16,0,tyriq,2pt_made,,
2,12:27,1,87,3pt_attempt,,
2,12:28,0,chris,dreb,,
2,12:48,1,5,3pt_attempt,,
2,12:50,0,dylan,dreb,,
2,13:10,0,dylan,ft_made,,
2,13:20,0,dylan,ft_made,,
2,13:40,1,00,2pt_attempt,,
2,13:42,0,chris,dreb,,
2,13:45,0,dom,2pt_made,,
2,14:20,0,dylan,steal,,
2,14:43,1,00,3pt_made,,
2,14:55,0,tyriq,3pt_made,,
2,15:06,1,11,3pt_attempt,,
2,15:07,0,evan,dreb,,
2,15:16,0,chris,2pt_attempt,,
2,15:36,1,7,3pt_attempt,,
2,15:37,0,chris,dreb,,
2,16:00,0,kareem,ft_made,,
2,16:10,0,kareem,ft_made,,
2,17:51,1,11,2pt_attempt,,
2,17:52,0,chris,dreb,,
2,18:00,0,tyriq,3pt_attempt,,
2,18:11,1,00,3pt_attempt,,
2,18:12,0,kareem,dreb,,
2,18:20,0,kareem,2pt_attempt,,
2,18:28,1,7,2pt_made,,
2,18:53,0,evan,2pt_attempt,,
2,19:10,0,tyriq,dreb,,
2,19:11,0,tyriq,assist,,
2,19:12,0,dom,2pt_made,,
2,19:37,0,kareem,dreb,,
2,19:41,0,chris,2pt_made,,
2,19:54,1,00,3pt_made,,
2,20:03,0,dom,2pt_attempt,,
2,20:16,1,1,2pt_made,,
2,21:32,1,7,3pt_made,,
2,21:50,0,kareem,3pt_attempt,,
2,21:52,0,evan,oreb,,
2,21:53,0,evan,2pt_made,,
