Half,time,team,player,event,against,notes
1,2:26,0,evan,2pt_attempt,,
1,2:36,1,00,2pt_attempt,,
1,2:40,0,dom,dreb,,
1,2:44,0,evan,2pt_attempt,,
1,2:50,1,devante,3pt_made,,
1,2:59,0,kareem,3pt_attempt,,
1,3:25,1,36,3pt_attempt,,
1,3:27,0,dylan,dreb,,
1,3:36,0,evan,2pt_attempt,,
1,3:37,0,evan,oreb,,
1,3:38,0,evan,2pt_attempt,,
1,3:47,1,1,dreb,,
1,4:00,1,36,2pt_attempt,,
1,4:01,0,evan,dreb,,
1,4:17,0,evan,2pt_made,,
1,4:37,1,devante,2pt_attempt,,
1,4:38,1,1,oreb,,
1,4:40,1,devante,3pt_made,,
1,4:49,0,ryan,3pt_attempt,,
1,4:50,1,devante,dreb,,
1,4:59,1,devante,2pt_attempt,,
1,5:00,0,dom,dreb,,
1,5:11,0,dom,2pt_attempt,,
1,5:12,1,devante,dreb,,
1,5:24,0,kareem,steal,,
1,6:00,1,devante,foul,,
1,6:10,0,kareem,ft_made,,
1,6:20,0,kareem,ft_made,,
1,6:46,1,devante,2pt_attempt,,
1,6:47,0,evan,dreb,,
1,6:53,0,evan,assist,,
1,6:54,0,kareem,3pt_made,,
1,7:15,1,devante,2pt_made,,
1,7:20,1,devante,ft_attempt,,
1,7:33,0,dom,dreb,,
1,7:40,0,ryan,2pt_made,,highlight
1,8:03,0,31,3pt_attempt,,
1,8:04,0,dylan,dreb,,
1,8:16,0,kareem,2pt_attempt,,
1,8:17,1,devante,dreb,,
1,8:26,1,36,3pt_attempt,,
1,8:27,0,dylan,dreb,,
1,8:36,0,ryan,assist,,
1,8:37,0,dylan,3pt_made,,
1,8:54,1,devante,3pt_made,,
1,9:20,0,kareem,ft_made,,
1,9:30,0,kareem,ft_made,,
1,9:57,1,36,3pt_made,,
1,10:05,0,tyriq,3pt_attempt,,
1,10:06,0,chris,oreb,,
2,10:07,0,chris,2pt_attempt,,
2,10:09,0,kareem,oreb,,
2,10:10,0,kareem,2pt_made,,
2,10:28,1,devante,2pt_attempt,,
2,10:29,0,chris,dreb,,
2,11:00,0,kareem,ft_made,,
2,11:10,0,kareem,ft_made,,
