Half,time,team,player,event,against,notes
1,0:25,0,ryan,assist,,"Camera didn't start until 13min, we started down by 12"
1,0:26,0,chris,2pt_made,,
1,0:41,1,1,2pt_attempt,,
1,0:42,0,dom,dreb,,
1,0:46,0,evan,assist,,
1,0:47,0,chris,2pt_made,,
1,0:55,1,00,2pt_attempt,,
1,0:58,0,chris,dreb,,
1,1:00,0,chosen,2pt_attempt,,
1,1:02,0,chris,oreb,,
1,1:03,0,chris,2pt_made,,
1,1:15,1,1,3pt_attempt,,
1,1:16,0,dom,dreb,,
1,1:21,0,chris,2pt_attempt,,
1,1:38,0,chosen,turnover,,"travel, bad call too"
1,1:58,1,30,2pt_attempt,,
1,2:03,0,dom,dreb,,
1,2:09,0,ryan,2pt_attempt,,
1,2:14,1,00,dreb,,
1,2:27,0,chris,turnover,,
1,2:28,1,00,steal,,
1,2:31,1,32,2pt_made,,
1,2:51,0,evan,3pt_attempt,,
1,3:05,1,10,2pt_attempt,,
1,3:06,0,chris,dreb,,
1,3:12,0,chris,2pt_attempt,,
1,3:13,0,evan,oreb,,
1,3:41,0,evan,assist,,
1,3:43,0,chris,2pt_made,,
1,4:08,0,dom,dreb,,
1,4:12,0,dom,assist,,
1,4:14,0,chris,2pt_made,,
1,4:56,0,chris,assist,,
1,4:57,0,evan,3pt_made,,
1,5:18,0,pope,dreb,,based on transition play
1,5:30,0,pope,assist,,
1,5:32,0,evan,3pt_made,,
1,5:53,0,dom,block,,based on audio
1,6:14,1,32,ft_made,,
1,6:15,1,32,ft_made,,
1,6:35,0,dom,3pt_attempt,,
1,6:36,0,chosen,oreb,,
1,6:38,0,chosen,2pt_attempt,,
1,6:40,0,pope,oreb,,
1,6:45,0,dom,2pt_attempt,,
1,6:51,1,00,3pt_made,,
1,7:11,0,pope,3pt_attempt,,
1,7:12,1,1,dreb,,
1,7:22,0,evan,charge,,
1,7:41,0,evan,turnover,,
2,1:08,0,ryan,2pt_attempt,,
2,1:40,1,00,3pt_attempt,,targeting pope...lets see how that works out for them
2,1:48,0,chris,turnover,,
2,1:59,1,32,3pt_attempt,,
2,2:00,0,chris,dreb,,
2,2:15,0,pope,3pt_attempt,,
2,2:40,1,32,2pt_attempt,,
2,2:41,0,dom,dreb,,
2,2:49,0,dom,2pt_attempt,,
2,3:12,1,1,3pt_attempt,,
2,3:13,0,evan,dreb,,
2,3:18,0,evan,turnover,,
2,3:20,1,32,steal,,
2,3:41,0,chris,turnover,,
2,4:00,1,00,3pt_made,,
2,4:16,0,pope,2pt_attempt,,
2,4:17,0,pope,oreb,,
2,5:35,1,00,3pt_attempt,,keep going #0
2,5:36,0,chris,dreb,,
2,6:07,1,1,3pt_attempt,,
2,6:35,0,ryan,3pt_attempt,,
2,6:44,1,32,2pt_made,,"chosen's commentary is hilarious: ""lets get some fouls"""
2,7:03,1,32,ft_made,,
2,9:00,1,32,2pt_attempt,,
2,9:01,0,evan,dreb,,
2,9:13,0,chris,2pt_made,,
2,9:27,1,10,3pt_attempt,,
2,9:28,0,dom,dreb,,
2,10:05,0,pope,turnover,,
2,10:14,0,chris,assist,,
2,10:15,0,evan,2pt_made,,
2,10:45,1,10,2pt_made,,
2,11:16,1,10,ft_made,,literally the worst foul I've ever seen called
2,12:00,0,evan,ft_made,,
2,12:10,0,evan,ft_attempt,,
2,12:56,0,chris,ft_made,,
2,13:00,0,chris,ft_attempt,,
2,13:47,0,ryan,ft_made,,
2,13:59,0,ryan,ft_made,,
2,20:00,0,pope,3pt_made,,
2,0:01,0,pope,steal,,this was my best steals performance ever
3,0:02,0,pope,steal,,on #30
4,0:03,0,pope,steal,,on short asian kid up top
5,0:04,0,pope,steal,,on short asian kid
6,0:05,0,pope,steal,,in the passing lane
7,0:06,0,pope,steal,,
